,precision,recall,f1-score,support
kúga,0.0,0.0,0.0,0.0
tefla,0.0,0.0,0.0,0.0
bretakonungr,0.0,0.0,0.0,0.0
rǫskliga,0.0,0.0,0.0,0.0
serkjakonungr,0.0,0.0,0.0,0.0
þorp,0.0,0.0,0.0,0.0
spánland,0.0,0.0,0.0,0.0
frǿknleikr,0.0,0.0,0.0,0.0
bithynja,0.0,0.0,0.0,0.0
árás,0.0,0.0,0.0,0.0
ulfsson,0.0,0.0,0.0,0.0
alfífa,0.0,0.0,0.0,0.0
vandkvǽði,0.0,0.0,0.0,0.0
vitsmunr,0.0,0.0,0.0,0.0
varliga,0.0,0.0,0.0,0.0
talma,0.0,0.0,0.0,0.0
uppgefa,0.0,0.0,0.0,0.0
mjǫðr,0.0,0.0,0.0,0.0
fjǫl,0.0,0.0,0.0,0.0
kafa,0.0,0.0,0.0,0.0
útbyrðis,0.0,0.0,0.0,0.0
happ,0.0,0.0,0.0,0.0
farsǽla,0.0,0.0,0.0,0.0
agi,0.0,0.0,0.0,0.0
fullkomliga,0.0,0.0,0.0,0.0
sunnudagr,0.0,0.0,0.0,0.0
maríumessa,0.0,0.0,0.0,0.0
dekurr,0.0,0.0,0.0,0.0
þarfr,0.0,0.0,0.0,0.0
hauss,0.0,0.0,0.0,0.0
ókátr,0.0,0.0,0.0,0.0
rǽsir,0.0,0.0,0.0,0.0
þreifa,0.0,0.0,0.0,0.0
sǽunn,0.0,0.0,0.0,0.0
brynjolfsson,0.0,0.0,0.0,0.0
óðalborinn,0.0,0.0,0.0,0.0
sǿrr,0.0,0.0,0.0,0.0
samtýnis,0.0,0.0,0.0,0.0
auðsýnn,0.0,0.0,0.0,0.0
skyggn,0.0,0.0,0.0,0.0
sauðfé,0.0,0.0,0.0,0.0
annr,0.0,0.0,0.0,0.0
gaflak,0.0,0.0,0.0,0.0
þungliga,0.0,0.0,0.0,0.0
þyngja,0.0,0.0,0.0,0.0
rǿkð,0.0,0.0,0.0,0.0
þjónkan,0.0,0.0,0.0,0.0
stǫpull,0.0,0.0,0.0,0.0
nǿra,0.0,0.0,0.0,0.0
fátǿkð,0.0,0.0,0.0,0.0
meinsamr,0.0,0.0,0.0,0.0
viðmǽli,0.0,0.0,0.0,0.0
slokna,0.0,0.0,0.0,0.0
oftsinnum,0.0,0.0,0.0,0.0
lamb,0.0,0.0,0.0,0.0
heyrn,0.0,0.0,0.0,0.0
sjón,0.0,0.0,0.0,0.0
mundr,0.0,0.0,0.0,0.0
hégómligr,0.0,0.0,0.0,0.0
víkverskr,0.0,0.0,0.0,0.0
blóðøx,0.0,0.0,0.0,0.0
snót,0.0,0.0,0.0,0.0
hǽrðr,0.0,0.0,0.0,0.0
sjóða,0.0,0.0,0.0,0.0
øxarhamarshǫgg,0.0,0.0,0.0,0.0
óvarliga,0.0,0.0,0.0,0.0
fyrirútan,0.0,0.0,0.0,0.0
roskinn,0.0,0.0,0.0,0.0
vígamaðr,0.0,0.0,0.0,0.0
holmgǫngumaðr,0.0,0.0,0.0,0.0
vǽgð,0.0,0.0,0.0,0.0
áttjándi,0.0,0.0,0.0,0.0
máldagi,0.0,0.0,0.0,0.0
naust,0.0,0.0,0.0,0.0
víti,0.0,0.0,0.0,0.0
lyfsteinn,0.0,0.0,0.0,0.0
tillag,0.0,0.0,0.0,0.0
reitr,0.0,0.0,0.0,0.0
fyrirframan,0.0,0.0,0.0,0.0
fégjald,0.0,0.0,0.0,0.0
ofrhugi,0.0,0.0,0.0,0.0
holmgǫngubersi,0.0,0.0,0.0,0.0
mannareið,0.0,0.0,0.0,0.0
lítilmannliga,0.0,0.0,0.0,0.0
ósýnn,0.0,0.0,0.0,0.0
útferð,0.0,0.0,0.0,0.0
óvitrliga,0.0,0.0,0.0,0.0
sunnudalr,0.0,0.0,0.0,0.0
stefnudagr,0.0,0.0,0.0,0.0
tiltekja,0.0,0.0,0.0,0.0
hjalmvǫlr,0.0,0.0,0.0,0.0
áleiðis,0.0,0.0,0.0,0.0
tvímenningr,0.0,0.0,0.0,0.0
dalkr,0.0,0.0,0.0,0.0
matsveinn,0.0,0.0,0.0,0.0
ósterkr,0.0,0.0,0.0,0.0
hagrǽði,0.0,0.0,0.0,0.0
margtalaðr,0.0,0.0,0.0,0.0
gǫrsamliga,0.0,0.0,0.0,0.0
langadalr,0.0,0.0,0.0,0.0
brýnn,0.0,0.0,0.0,0.0
bjúgr,0.0,0.0,0.0,0.0
hǫfðingligr,0.0,0.0,0.0,0.0
leiðrétta,0.0,0.0,0.0,0.0
sveigja,0.0,0.0,0.0,0.0
ámóti,0.0,0.0,0.0,0.0
neinn,0.0,0.0,0.0,0.0
virðr,0.0,0.0,0.0,0.0
ǿsa,0.0,0.0,0.0,0.0
val,0.0,0.0,0.0,0.0
manna,0.0,0.0,0.0,0.0
handleggr,0.0,0.0,0.0,0.0
kynni,0.0,0.0,0.0,0.0
hagstǿðr,0.0,0.0,0.0,0.0
bjalfi,0.0,0.0,0.0,0.0
hvata,0.0,0.0,0.0,0.0
nýlunda,0.0,0.0,0.0,0.0
jafngirni,0.0,0.0,0.0,0.0
hyggendi,0.0,0.0,0.0,0.0
ørvilna,0.0,0.0,0.0,0.0
ósýniligr,0.0,0.0,0.0,0.0
stundligr,0.0,0.0,0.0,0.0
misbjóða,0.0,0.0,0.0,0.0
þolinmóðliga,0.0,0.0,0.0,0.0
tármelti,0.0,0.0,0.0,0.0
skjótleikr,0.0,0.0,0.0,0.0
dómsdagr,0.0,0.0,0.0,0.0
auki,0.0,0.0,0.0,0.0
skriftaganga,0.0,0.0,0.0,0.0
skynda,0.0,0.0,0.0,0.0
sǿtleikr,0.0,0.0,0.0,0.0
viðvǫrnun,0.0,0.0,0.0,0.0
traustliga,0.0,0.0,0.0,0.0
síngjarn,0.0,0.0,0.0,0.0
portkona,0.0,0.0,0.0,0.0
samvista,0.0,0.0,0.0,0.0
lǽring,0.0,0.0,0.0,0.0
lygivitni,0.0,0.0,0.0,0.0
byggðarmaðr,0.0,0.0,0.0,0.0
paradís,0.0,0.0,0.0,0.0
eiginn,0.0,0.0,0.0,0.0
ávíta,0.0,0.0,0.0,0.0
óhlýðni,0.0,0.0,0.0,0.0
álit,0.0,0.0,0.0,0.0
hugleysi,0.0,0.0,0.0,0.0
glíking,0.0,0.0,0.0,0.0
harða,0.0,0.0,0.0,0.0
sermo,0.0,0.0,0.0,0.0
hic,0.0,0.0,0.0,0.0
aldin,0.0,0.0,0.0,0.0
dauðadagr,0.0,0.0,0.0,0.0
hǫfuðsynð,0.0,0.0,0.0,0.0
himnakonungr,0.0,0.0,0.0,0.0
dáðlauss,0.0,0.0,0.0,0.0
eyrarsund,0.0,0.0,0.0,0.0
englakonungr,0.0,0.0,0.0,0.0
skeyta,0.0,0.0,0.0,0.0
tófivalgautssonr,0.0,0.0,0.0,0.0
illmenni,0.0,0.0,0.0,0.0
íslandsfar,0.0,0.0,0.0,0.0
leynivágr,0.0,0.0,0.0,0.0
guðfaðir,0.0,0.0,0.0,0.0
lyndi,0.0,0.0,0.0,0.0
hallmǽla,0.0,0.0,0.0,0.0
gift,0.0,0.0,0.0,0.0
helzti,0.0,0.0,0.0,0.0
norn,0.0,0.0,0.0,0.0
neyða,0.0,0.0,0.0,0.0
kynda,0.0,0.0,0.0,0.0
þrekligr,0.0,0.0,0.0,0.0
glǿpamaðr,0.0,0.0,0.0,0.0
heiðni,0.0,0.0,0.0,0.0
sveimr,0.0,0.0,0.0,0.0
þórisson,0.0,0.0,0.0,0.0
systrungr,0.0,0.0,0.0,0.0
verki,0.0,0.0,0.0,0.0
hnjóða,0.0,0.0,0.0,0.0
sýta,0.0,0.0,0.0,0.0
fen,0.0,0.0,0.0,0.0
fulltingr,0.0,0.0,0.0,0.0
mannaferð,0.0,0.0,0.0,0.0
miðla,0.0,0.0,0.0,0.0
nátta,0.0,0.0,0.0,0.0
konungsbarn,0.0,0.0,0.0,0.0
stjúpmóðir,0.0,0.0,0.0,0.0
stjórnsamr,0.0,0.0,0.0,0.0
konungríki,0.0,0.0,0.0,0.0
leiðiligr,0.0,0.0,0.0,0.0
arabja,0.0,0.0,0.0,0.0
nǫkkvi,0.0,0.0,0.0,0.0
virðingamaðr,0.0,0.0,0.0,0.0
ǽvintýr,0.0,0.0,0.0,0.0
niðra,0.0,0.0,0.0,0.0
illvirki,0.0,0.0,0.0,0.0
ármaðr,0.0,0.0,0.0,0.0
váð,0.0,0.0,0.0,0.0
látr,0.0,0.0,0.0,0.0
djúp,0.0,0.0,0.0,0.0
lend,0.0,0.0,0.0,0.0
aslakr,0.0,0.0,0.0,0.0
eiðaskógr,0.0,0.0,0.0,0.0
gǫfugmenni,0.0,0.0,0.0,0.0
stefnulag,0.0,0.0,0.0,0.0
málstofa,0.0,0.0,0.0,0.0
bróðurdóttir,0.0,0.0,0.0,0.0
guðþormr,0.0,0.0,0.0,0.0
austrátt,0.0,0.0,0.0,0.0
aftaka,0.0,0.0,0.0,0.0
valþjófr,0.0,0.0,0.0,0.0
skalli,0.0,0.0,0.0,0.0
eldríðr,0.0,0.0,0.0,0.0
steinunn,0.0,0.0,0.0,0.0
sverrir,0.0,0.0,0.0,0.0
dýrafjǫrðr,0.0,0.0,0.0,0.0
þórðarson,0.0,0.0,0.0,0.0
surtsson,0.0,0.0,0.0,0.0
óhelga,0.0,0.0,0.0,0.0
brandsson,0.0,0.0,0.0,0.0
ǫrnolfr,0.0,0.0,0.0,0.0
þórgilsson,0.0,0.0,0.0,0.0
yfirfǫr,0.0,0.0,0.0,0.0
páskadagr,0.0,0.0,0.0,0.0
mið,0.0,0.0,0.0,0.0
sporðr,0.0,0.0,0.0,0.0
ǫnn,0.0,0.0,0.0,0.0
viðkǫstr,0.0,0.0,0.0,0.0
umtal,0.0,0.0,0.0,0.0
tvítugr,0.0,0.0,0.0,0.0
viðrir,0.0,0.0,0.0,0.0
skald,0.0,0.0,0.0,0.0
ábrottu,0.0,0.0,0.0,0.0
ógifta,0.0,0.0,0.0,0.0
vetrvist,0.0,0.0,0.0,0.0
klyfjahestr,0.0,0.0,0.0,0.0
stirðr,0.0,0.0,0.0,0.0
alda,0.0,0.0,0.0,0.0
norðrland,0.0,0.0,0.0,0.0
furðuliga,0.0,0.0,0.0,0.0
víðfǫrull,0.0,0.0,0.0,0.0
heimdallr,0.0,0.0,0.0,0.0
líki,0.0,0.0,0.0,0.0
daufr,0.0,0.0,0.0,0.0
óttafullr,0.0,0.0,0.0,0.0
gyðja,0.0,0.0,0.0,0.0
hǫfuðstaðr,0.0,0.0,0.0,0.0
svǫl,0.0,0.0,0.0,0.0
ógǽfa,0.0,0.0,0.0,0.0
garmr,0.0,0.0,0.0,0.0
dreyrugr,0.0,0.0,0.0,0.0
drótt,0.0,0.0,0.0,0.0
frosti,0.0,0.0,0.0,0.0
dís,0.0,0.0,0.0,0.0
álrekr,0.0,0.0,0.0,0.0
hlaup,0.0,0.0,0.0,0.0
kyrrsǽti,0.0,0.0,0.0,0.0
sǽkonungr,0.0,0.0,0.0,0.0
lífdagr,0.0,0.0,0.0,0.0
endr,0.0,0.0,0.0,0.0
kǫr,0.0,0.0,0.0,0.0
hárr,0.0,0.0,0.0,0.0
liðsmaðr,0.0,0.0,0.0,0.0
sǫfnuðr,0.0,0.0,0.0,0.0
ólǫf,0.0,0.0,0.0,0.0
ǿrr,0.0,0.0,0.0,0.0
ǽgir,0.0,0.0,0.0,0.0
brautǫnundr,0.0,0.0,0.0,0.0
hildigunnr,0.0,0.0,0.0,0.0
eystri,0.0,0.0,0.0,0.0
erlendr,0.0,0.0,0.0,0.0
maríukirkja,0.0,0.0,0.0,0.0
húsa,0.0,0.0,0.0,0.0
herfǫr,0.0,0.0,0.0,0.0
bǿjarmannalag,0.0,0.0,0.0,0.0
frjálsa,0.0,0.0,0.0,0.0
réttnǽmr,0.0,0.0,0.0,0.0
uppsát,0.0,0.0,0.0,0.0
óvili,0.0,0.0,0.0,0.0
ólokinn,0.0,0.0,0.0,0.0
melta,0.0,0.0,0.0,0.0
taksetning,0.0,0.0,0.0,0.0
heimilðartaki,0.0,0.0,0.0,0.0
heimilðartaka,0.0,0.0,0.0,0.0
málefni,0.0,0.0,0.0,0.0
landslag,0.0,0.0,0.0,0.0
kaupangsmaðr,0.0,0.0,0.0,0.0
skírskota,0.0,0.0,0.0,0.0
einhleypr,0.0,0.0,0.0,0.0
fangaváttr,0.0,0.0,0.0,0.0
farmannalag,0.0,0.0,0.0,0.0
lén,0.0,0.0,0.0,0.0
ásigling,0.0,0.0,0.0,0.0
legorðssǫk,0.0,0.0,0.0,0.0
róðr,0.0,0.0,0.0,0.0
scriptor,0.0,0.0,0.0,0.0
saurr,0.0,0.0,0.0,0.0
geit,0.0,0.0,0.0,0.0
fjǫðr,0.0,0.0,0.0,0.0
augnamyrkvi,0.0,0.0,0.0,0.0
frǽ,0.0,0.0,0.0,0.0
ruta,0.0,0.0,0.0,0.0
malurt,0.0,0.0,0.0,0.0
þurrka,0.0,0.0,0.0,0.0
raufa,0.0,0.0,0.0,0.0
hvessa,0.0,0.0,0.0,0.0
rǫst,0.0,0.0,0.0,0.0
eiðar,0.0,0.0,0.0,0.0
nám,0.0,0.0,0.0,0.0
orðtak,0.0,0.0,0.0,0.0
svipa,0.0,0.0,0.0,0.0
óvizka,0.0,0.0,0.0,0.0
festingarhiminn,0.0,0.0,0.0,0.0
písl,0.0,0.0,0.0,0.0
hǫfuðfaðir,0.0,0.0,0.0,0.0
iǫtunn,0.0,0.0,0.0,0.0
iǫrð,0.0,0.0,0.0,0.0
yppa,0.0,0.0,0.0,0.0
máni,0.0,0.0,0.0,0.0
rǫkstóll,0.0,0.0,0.0,0.0
ginnheilagr,0.0,0.0,0.0,0.0
gæta,0.0,0.0,0.0,0.0
nár,0.0,0.0,0.0,0.0
frár,0.0,0.0,0.0,0.0
dǫgg,0.0,0.0,0.0,0.0
fors,0.0,0.0,0.0,0.0
gǫrr,0.0,0.0,0.0,0.0
tillaga,0.0,0.0,0.0,0.0
gerr,0.0,0.0,0.0,0.0
kristinsdómsbǫlkr,0.0,0.0,0.0,0.0
lýsing,0.0,0.0,0.0,0.0
útfararbǫlkr,0.0,0.0,0.0,0.0
kvennagifting,0.0,0.0,0.0,0.0
hjónskapr,0.0,0.0,0.0,0.0
landabrigði,0.0,0.0,0.0,0.0
landsleigubǫlkr,0.0,0.0,0.0,0.0
þjófabǫlkr,0.0,0.0,0.0,0.0
norðmǿri,0.0,0.0,0.0,0.0
líkendi,0.0,0.0,0.0,0.0
mannsgjald,0.0,0.0,0.0,0.0
nauðga,0.0,0.0,0.0,0.0
fávitr,0.0,0.0,0.0,0.0
sonardóttir,0.0,0.0,0.0,0.0
nomen,0.0,0.0,0.0,0.0
eftirlǽti,0.0,0.0,0.0,0.0
hlunnendi,0.0,0.0,0.0,0.0
eilífliga,0.0,0.0,0.0,0.0
þarfendi,0.0,0.0,0.0,0.0
halfbolli,0.0,0.0,0.0,0.0
trúnuðr,0.0,0.0,0.0,0.0
þak,0.0,0.0,0.0,0.0
mánaðarmatr,0.0,0.0,0.0,0.0
skefta,0.0,0.0,0.0,0.0
vápnaþing,0.0,0.0,0.0,0.0
landráð,0.0,0.0,0.0,0.0
landi,0.0,0.0,0.0,0.0
ørsekr,0.0,0.0,0.0,0.0
víglýsingarvitni,0.0,0.0,0.0,0.0
skerða,0.0,0.0,0.0,0.0
ráðspell,0.0,0.0,0.0,0.0
vǽna,0.0,0.0,0.0,0.0
skilfenginn,0.0,0.0,0.0,0.0
ǽttleiðingr,0.0,0.0,0.0,0.0
allmargr,0.0,0.0,0.0,0.0
fǫðursystir,0.0,0.0,0.0,0.0
fjárhaldsmaðr,0.0,0.0,0.0,0.0
þrot,0.0,0.0,0.0,0.0
ómagaskifti,0.0,0.0,0.0,0.0
marksteinn,0.0,0.0,0.0,0.0
verðeyrir,0.0,0.0,0.0,0.0
tryggva,0.0,0.0,0.0,0.0
aurataka,0.0,0.0,0.0,0.0
mikjálsmessa,0.0,0.0,0.0,0.0
ótekinn,0.0,0.0,0.0,0.0
leigumáli,0.0,0.0,0.0,0.0
setsstokkr,0.0,0.0,0.0,0.0
lykill,0.0,0.0,0.0,0.0
teðja,0.0,0.0,0.0,0.0
teigr,0.0,0.0,0.0,0.0
jarðarmegin,0.0,0.0,0.0,0.0
arðr,0.0,0.0,0.0,0.0
merkismaðr,0.0,0.0,0.0,0.0
bila,0.0,0.0,0.0,0.0
hǫnk,0.0,0.0,0.0,0.0
ben,0.0,0.0,0.0,0.0
baugreið,0.0,0.0,0.0,0.0
fiskja,0.0,0.0,0.0,0.0
áttandi,0.0,0.0,0.0,0.0
innlenzkr,0.0,0.0,0.0,0.0
belgr,0.0,0.0,0.0,0.0
grand,0.0,0.0,0.0,0.0
þrymr,0.0,0.0,0.0,0.0
krankr,0.0,0.0,0.0,0.0
spakbersi,0.0,0.0,0.0,0.0
goðorðsmaðr,0.0,0.0,0.0,0.0
lausingi,0.0,0.0,0.0,0.0
allfjǫlmennr,0.0,0.0,0.0,0.0
haustþing,0.0,0.0,0.0,0.0
fjárskifti,0.0,0.0,0.0,0.0
flosi,0.0,0.0,0.0,0.0
gunnsteinn,0.0,0.0,0.0,0.0
eyvindardalr,0.0,0.0,0.0,0.0
haka,0.0,0.0,0.0,0.0
kvittr,0.0,0.0,0.0,0.0
ketilormr,0.0,0.0,0.0,0.0
gagnvert,0.0,0.0,0.0,0.0
skynlauss,0.0,0.0,0.0,0.0
prófeti,0.0,0.0,0.0,0.0
lǽkna,0.0,0.0,0.0,0.0
flýta,0.0,0.0,0.0,0.0
atley,0.0,0.0,0.0,0.0
kúrr,0.0,0.0,0.0,0.0
skjaldþili,0.0,0.0,0.0,0.0
féfang,0.0,0.0,0.0,0.0
rǽfr,0.0,0.0,0.0,0.0
karlmannliga,0.0,0.0,0.0,0.0
morgna,0.0,0.0,0.0,0.0
hvalf,0.0,0.0,0.0,0.0
lǽrifaðir,0.0,0.0,0.0,0.0
mata,0.0,0.0,0.0,0.0
fýst,0.0,0.0,0.0,0.0
mjúkliga,0.0,0.0,0.0,0.0
glófi,0.0,0.0,0.0,0.0
óheyriligr,0.0,0.0,0.0,0.0
innar,0.0,0.0,0.0,0.0
óglíkendi,0.0,0.0,0.0,0.0
fremi,0.0,0.0,0.0,0.0
skyn,0.0,0.0,0.0,0.0
fǫlr,0.0,0.0,0.0,0.0
megn,0.0,0.0,0.0,0.0
háleyskr,0.0,0.0,0.0,0.0
aftrkemba,0.0,0.0,0.0,0.0
bana,0.0,0.0,0.0,0.0
framferð,0.0,0.0,0.0,0.0
hljóðliga,0.0,0.0,0.0,0.0
útvegr,0.0,0.0,0.0,0.0
aflraun,0.0,0.0,0.0,0.0
ágǽtliga,0.0,0.0,0.0,0.0
mannhringr,0.0,0.0,0.0,0.0
samkunda,0.0,0.0,0.0,0.0
mannfjǫlði,0.0,0.0,0.0,0.0
óhrǽddr,0.0,0.0,0.0,0.0
útanverðr,0.0,0.0,0.0,0.0
einhamr,0.0,0.0,0.0,0.0
mǫðruvǫllr,0.0,0.0,0.0,0.0
leikmaðr,0.0,0.0,0.0,0.0
stjórnarmaðr,0.0,0.0,0.0,0.0
kappsmaðr,0.0,0.0,0.0,0.0
tregr,0.0,0.0,0.0,0.0
reykjanes,0.0,0.0,0.0,0.0
karlmennska,0.0,0.0,0.0,0.0
hraustleikr,0.0,0.0,0.0,0.0
fjáreigandi,0.0,0.0,0.0,0.0
ǽðra,0.0,0.0,0.0,0.0
augabragð,0.0,0.0,0.0,0.0
lykt,0.0,0.0,0.0,0.0
hýski,0.0,0.0,0.0,0.0
ahab,0.0,0.0,0.0,0.0
jezabel,0.0,0.0,0.0,0.0
josaphat,0.0,0.0,0.0,0.0
oddgeirr,0.0,0.0,0.0,0.0
njósna,0.0,0.0,0.0,0.0
nemes,0.0,0.0,0.0,0.0
franz,0.0,0.0,0.0,0.0
hǫfuðmerki,0.0,0.0,0.0,0.0
dǫgun,0.0,0.0,0.0,0.0
englasǫngr,0.0,0.0,0.0,0.0
miðja,0.0,0.0,0.0,0.0
gabba,0.0,0.0,0.0,0.0
telamo,0.0,0.0,0.0,0.0
phrygjaland,0.0,0.0,0.0,0.0
blóðrefill,0.0,0.0,0.0,0.0
grimmliga,0.0,0.0,0.0,0.0
ymr,0.0,0.0,0.0,0.0
geysa,0.0,0.0,0.0,0.0
hnúfa,0.0,0.0,0.0,0.0
styggr,0.0,0.0,0.0,0.0
ásgautr,0.0,0.0,0.0,0.0
sjár,0.0,0.0,0.0,0.0
fýsiligr,0.0,0.0,0.0,0.0
þrjáhundrað,0.0,0.0,0.0,0.0
kornhlaða,0.0,0.0,0.0,0.0
tryggr,0.0,0.0,0.0,0.0
kirjáli,0.0,0.0,0.0,0.0
skíðgarðr,0.0,0.0,0.0,0.0
ólíkligr,0.0,0.0,0.0,0.0
bryntrǫll,0.0,0.0,0.0,0.0
viðrtaka,0.0,0.0,0.0,0.0
friðland,0.0,0.0,0.0,0.0
jórvík,0.0,0.0,0.0,0.0
skattkonungr,0.0,0.0,0.0,0.0
heslistǫng,0.0,0.0,0.0,0.0
spenna,0.0,0.0,0.0,0.0
hrómundr,0.0,0.0,0.0,0.0
ábraut,0.0,0.0,0.0,0.0
svefja,0.0,0.0,0.0,0.0
lambastaðir,0.0,0.0,0.0,0.0
torleiði,0.0,0.0,0.0,0.0
mýkja,0.0,0.0,0.0,0.0
eik,0.0,0.0,0.0,0.0
fornkveðinn,0.0,0.0,0.0,0.0
galdramaðr,0.0,0.0,0.0,0.0
kreista,0.0,0.0,0.0,0.0
smyrja,0.0,0.0,0.0,0.0
oftarr,0.0,0.0,0.0,0.0
djúpsettr,0.0,0.0,0.0,0.0
auðkenna,0.0,0.0,0.0,0.0
búnaðr,0.0,0.0,0.0,0.0
bardagalauss,0.0,0.0,0.0,0.0
brenna1,0.0,0.0,0.0,0.0
liðsfjǫlði,0.0,0.0,0.0,0.0
gyðingafolk,0.0,0.0,0.0,0.0
støkkva1,0.0,0.0,0.0,0.0
kvein,0.0,0.0,0.0,0.0
ǽðr,0.0,0.0,0.0,0.0
atgerð,0.0,0.0,0.0,0.0
gǽzlumaðr,0.0,0.0,0.0,0.0
damascus,0.0,0.0,0.0,0.0
laurus,0.0,0.0,0.0,0.0
ýla,0.0,0.0,0.0,0.0
matfang,0.0,0.0,0.0,0.0
cilicja,0.0,0.0,0.0,0.0
xerxes,0.0,0.0,0.0,0.0
gullker,0.0,0.0,0.0,0.0
spádómr,0.0,0.0,0.0,0.0
hølzti,0.0,0.0,0.0,0.0
jollas,0.0,0.0,0.0,0.0
iðr,0.0,0.0,0.0,0.0
memphis,0.0,0.0,0.0,0.0
eggjan,0.0,0.0,0.0,0.0
vígvǫllr,0.0,0.0,0.0,0.0
flaki,0.0,0.0,0.0,0.0
endrbǿta,0.0,0.0,0.0,0.0
antaeus,0.0,0.0,0.0,0.0
ei2,0.0,0.0,0.0,0.0
aristandus,0.0,0.0,0.0,0.0
framarr,0.0,0.0,0.0,0.0
smíði,0.0,0.0,0.0,0.0
skurðguð,0.0,0.0,0.0,0.0
hingatburðr,0.0,0.0,0.0,0.0
sífella,0.0,0.0,0.0,0.0
friða,0.0,0.0,0.0,0.0
byggva,0.0,0.0,0.0,0.0
detta,0.0,0.0,0.0,0.0
afsaka,0.0,0.0,0.0,0.0
persis,0.0,0.0,0.0,0.0
euticjon,0.0,0.0,0.0,0.0
páfadómr,0.0,0.0,0.0,0.0
aumligr,0.0,0.0,0.0,0.0
tanais,0.0,0.0,0.0,0.0
krjúpa,0.0,0.0,0.0,0.0
mjǫrkvi,0.0,0.0,0.0,0.0
critobulus,0.0,0.0,0.0,0.0
mundíufjall,0.0,0.0,0.0,0.0
lífstré,0.0,0.0,0.0,0.0
aftrkváma,0.0,0.0,0.0,0.0
nathan,0.0,0.0,0.0,0.0
urjas,0.0,0.0,0.0,0.0
vígskarð,0.0,0.0,0.0,0.0
mesopotamja,0.0,0.0,0.0,0.0
judaea,0.0,0.0,0.0,0.0
antjochja,0.0,0.0,0.0,0.0
jupiter,0.0,0.0,0.0,0.0
lifr,0.0,0.0,0.0,0.0
enoch,0.0,0.0,0.0,0.0
joël,0.0,0.0,0.0,0.0
loth,0.0,0.0,0.0,0.0
reu,0.0,0.0,0.0,0.0
thare,0.0,0.0,0.0,0.0
levi,0.0,0.0,0.0,0.0
azotus,0.0,0.0,0.0,0.0
jesse,0.0,0.0,0.0,0.0
bardagamaðr,0.0,0.0,0.0,0.0
skógdýr,0.0,0.0,0.0,0.0
þýðing,0.0,0.0,0.0,0.0
suðrlǫnd,0.0,0.0,0.0,0.0
þjónustumǽr,0.0,0.0,0.0,0.0
hjúpr,0.0,0.0,0.0,0.0
ptolomaeus,0.0,0.0,0.0,0.0
hiezechiel,0.0,0.0,0.0,0.0
osee,0.0,0.0,0.0,0.0
jona,0.0,0.0,0.0,0.0
zaccharjas,0.0,0.0,0.0,0.0
helisaeus,0.0,0.0,0.0,0.0
kain,0.0,0.0,0.0,0.0
guendoloëna,0.0,0.0,0.0,0.0
conedagus,0.0,0.0,0.0,0.0
belinus,0.0,0.0,0.0,0.0
elidurus,0.0,0.0,0.0,0.0
fǿðing,0.0,0.0,0.0,0.0
predika,0.0,0.0,0.0,0.0
nicolaus,0.0,0.0,0.0,0.0
nunna,0.0,0.0,0.0,0.0
umbergis,0.0,0.0,0.0,0.0
kvíga,0.0,0.0,0.0,0.0
titus,0.0,0.0,0.0,0.0
pínslarvǽtti,0.0,0.0,0.0,0.0
linus,0.0,0.0,0.0,0.0
cletus,0.0,0.0,0.0,0.0
páfasǽti,0.0,0.0,0.0,0.0
krúna,0.0,0.0,0.0,0.0
sixtus,0.0,0.0,0.0,0.0
callixtus,0.0,0.0,0.0,0.0
arius,0.0,0.0,0.0,0.0
damasus,0.0,0.0,0.0,0.0
munklífi,0.0,0.0,0.0,0.0
theodorus,0.0,0.0,0.0,0.0
eugenius,0.0,0.0,0.0,0.0
paschalis,0.0,0.0,0.0,0.0
nos,0.0,0.0,0.0,0.0
hvárttveggja,0.0,0.0,0.0,0.0
theodosius,0.0,0.0,0.0,0.0
lotharius,0.0,0.0,0.0,0.0
incarnatjo,0.0,0.0,0.0,0.0
denarius,0.0,0.0,0.0,0.0
óhǿgja,0.0,0.0,0.0,0.0
oddbjǫrg,0.0,0.0,0.0,0.0
sendiboði,0.0,0.0,0.0,0.0
arnarstapi,0.0,0.0,0.0,0.0
þórgunna,0.0,0.0,0.0,0.0
straumsfjǫrðr,0.0,0.0,0.0,0.0
einfǿtingr,0.0,0.0,0.0,0.0
frǽndaafli,0.0,0.0,0.0,0.0
mývatn,0.0,0.0,0.0,0.0
hǫrgárdalr,0.0,0.0,0.0,0.0
eyrarleggr,0.0,0.0,0.0,0.0
sjónlauss,0.0,0.0,0.0,0.0
hestaþing,0.0,0.0,0.0,0.0
stokkahlaða,0.0,0.0,0.0,0.0
hlǫðukalfr,0.0,0.0,0.0,0.0
jafnvígi,0.0,0.0,0.0,0.0
hrísey,0.0,0.0,0.0,0.0
burst,0.0,0.0,0.0,0.0
sjáligr,0.0,0.0,0.0,0.0
valfell,0.0,0.0,0.0,0.0
búðarveggr,0.0,0.0,0.0,0.0
dapr,0.0,0.0,0.0,0.0
ómerkiligr,0.0,0.0,0.0,0.0
þórvarðr,0.0,0.0,0.0,0.0
virkð,0.0,0.0,0.0,0.0
nefljótr,0.0,0.0,0.0,0.0
þarfleysa,0.0,0.0,0.0,0.0
mósfell,0.0,0.0,0.0,0.0
þroska,0.0,0.0,0.0,0.0
systrasynir,0.0,0.0,0.0,0.0
samtíða,0.0,0.0,0.0,0.0
