,precision,recall,f1-score,support
afhlaup,0.0,0.0,0.0,0.0
traðargarðr,0.0,0.0,0.0,0.0
mykireizla,0.0,0.0,0.0,0.0
taðfall,0.0,0.0,0.0,0.0
bólfesta,0.0,0.0,0.0,0.0
leiguliðaskifti,0.0,0.0,0.0,0.0
samheraðs,0.0,0.0,0.0,0.0
hjónatal,0.0,0.0,0.0,0.0
þrígilda,0.0,0.0,0.0,0.0
bygill,0.0,0.0,0.0,0.0
hornspenzl,0.0,0.0,0.0,0.0
hvinn,0.0,0.0,0.0,0.0
aftrfǿrsla,0.0,0.0,0.0,0.0
lǫgfesting,0.0,0.0,0.0,0.0
umferðarmaðr,0.0,0.0,0.0,0.0
farargreiðabót,0.0,0.0,0.0,0.0
eldsneyti,0.0,0.0,0.0,0.0
landnámslauss,0.0,0.0,0.0,0.0
ámálga,0.0,0.0,0.0,0.0
fullafla,0.0,0.0,0.0,0.0
samdóma,0.0,0.0,0.0,0.0
arineldr,0.0,0.0,0.0,0.0
baka,0.0,0.0,0.0,0.0
innanhúss,0.0,0.0,0.0,0.0
kylnueldr,0.0,0.0,0.0,0.0
leiguland,0.0,0.0,0.0,0.0
útburðareldr,0.0,0.0,0.0,0.0
slokinn,0.0,0.0,0.0,0.0
ómagaverk,0.0,0.0,0.0,0.0
sǽtrbúð,0.0,0.0,0.0,0.0
saltketilsbúð,0.0,0.0,0.0,0.0
gerðivǫndr,0.0,0.0,0.0,0.0
sǽttir,0.0,0.0,0.0,0.0
hjástaurr,0.0,0.0,0.0,0.0
jaðraðr,0.0,0.0,0.0,0.0
rimagarðr,0.0,0.0,0.0,0.0
skíðnagarðr,0.0,0.0,0.0,0.0
hagfellugarðr,0.0,0.0,0.0,0.0
vangerðing,0.0,0.0,0.0,0.0
krossband,0.0,0.0,0.0,0.0
grindarhǽll,0.0,0.0,0.0,0.0
hallvarðsmessudagr,0.0,0.0,0.0,0.0
heimbjóða,0.0,0.0,0.0,0.0
lagasekð,0.0,0.0,0.0,0.0
bast,0.0,0.0,0.0,0.0
lokurán,0.0,0.0,0.0,0.0
innangarða,0.0,0.0,0.0,0.0
búmissa,0.0,0.0,0.0,0.0
kirkjusóknarþing,0.0,0.0,0.0,0.0
búrán,0.0,0.0,0.0,0.0
garðahlið,0.0,0.0,0.0,0.0
stallstaði,0.0,0.0,0.0,0.0
graðr,0.0,0.0,0.0,0.0
hestverk,0.0,0.0,0.0,0.0
dǫkk,0.0,0.0,0.0,0.0
dý,0.0,0.0,0.0,0.0
smáfénuðr,0.0,0.0,0.0,0.0
hefting,0.0,0.0,0.0,0.0
ólofaðr,0.0,0.0,0.0,0.0
gjafgǫltr,0.0,0.0,0.0,0.0
ógildi,0.0,0.0,0.0,0.0
ǫfundarréttr,0.0,0.0,0.0,0.0
verkafall,0.0,0.0,0.0,0.0
rófa,0.0,0.0,0.0,0.0
stytta,0.0,0.0,0.0,0.0
tagl,0.0,0.0,0.0,0.0
hirðingi,0.0,0.0,0.0,0.0
bókarvitni,0.0,0.0,0.0,0.0
vitnisbǽrr,0.0,0.0,0.0,0.0
kollóttr,0.0,0.0,0.0,0.0
gor,0.0,0.0,0.0,0.0
óléðr,0.0,0.0,0.0,0.0
grasverð,0.0,0.0,0.0,0.0
sǽtrferð,0.0,0.0,0.0,0.0
þjóðgǫturán,0.0,0.0,0.0,0.0
afbrot,0.0,0.0,0.0,0.0
bitinn,0.0,0.0,0.0,0.0
sǽtrgata,0.0,0.0,0.0,0.0
handrán,0.0,0.0,0.0,0.0
vegarán,0.0,0.0,0.0,0.0
várorka,0.0,0.0,0.0,0.0
heyslátta,0.0,0.0,0.0,0.0
prámr,0.0,0.0,0.0,0.0
eikja,0.0,0.0,0.0,0.0
froskhleypa,0.0,0.0,0.0,0.0
þvervegr,0.0,0.0,0.0,0.0
vegafall,0.0,0.0,0.0,0.0
landbúi,0.0,0.0,0.0,0.0
þjóðá,0.0,0.0,0.0,0.0
flotrennr,0.0,0.0,0.0,0.0
ǫlmusumaðr,0.0,0.0,0.0,0.0
vegfall,0.0,0.0,0.0,0.0
ódulðr,0.0,0.0,0.0,0.0
þjófsnautr,0.0,0.0,0.0,0.0
farskipsumbót,0.0,0.0,0.0,0.0
þvergarðr,0.0,0.0,0.0,0.0
veiðigagn,0.0,0.0,0.0,0.0
álaveiðr,0.0,0.0,0.0,0.0
aurriðaveiðr,0.0,0.0,0.0,0.0
fimmta,0.0,0.0,0.0,0.0
landabygging,0.0,0.0,0.0,0.0
austrker,0.0,0.0,0.0,0.0
fiskigagn,0.0,0.0,0.0,0.0
húsgangsmaðr,0.0,0.0,0.0,0.0
lǫgn,0.0,0.0,0.0,0.0
kringr,0.0,0.0,0.0,0.0
hverf,0.0,0.0,0.0,0.0
roðháfr,0.0,0.0,0.0,0.0
barmtog,0.0,0.0,0.0,0.0
netjaveiði,0.0,0.0,0.0,0.0
fljótendi,0.0,0.0,0.0,0.0
gáshaukr,0.0,0.0,0.0,0.0
tolfǽringr,0.0,0.0,0.0,0.0
neyzlusalt,0.0,0.0,0.0,0.0
ǫlgerð,0.0,0.0,0.0,0.0
fǫrumaðr,0.0,0.0,0.0,0.0
bryti,0.0,0.0,0.0,0.0
sethús,0.0,0.0,0.0,0.0
eyðijǫrð,0.0,0.0,0.0,0.0
nýlendi,0.0,0.0,0.0,0.0
innanstafs,0.0,0.0,0.0,0.0
boðgreizla,0.0,0.0,0.0,0.0
þingferð,0.0,0.0,0.0,0.0
konungsþing,0.0,0.0,0.0,0.0
manndrápsþing,0.0,0.0,0.0,0.0
síðarla,0.0,0.0,0.0,0.0
akta,0.0,0.0,0.0,0.0
sumarsdagr,0.0,0.0,0.0,0.0
giftamál,0.0,0.0,0.0,0.0
gildrumǫrk,0.0,0.0,0.0,0.0
gildri,0.0,0.0,0.0,0.0
sjalfskot,0.0,0.0,0.0,0.0
skotbaugr,0.0,0.0,0.0,0.0
veiðistígr,0.0,0.0,0.0,0.0
þingsboð,0.0,0.0,0.0,0.0
sniðilsvarp,0.0,0.0,0.0,0.0
garðbót,0.0,0.0,0.0,0.0
sumarsetr,0.0,0.0,0.0,0.0
almenningsmǫrk,0.0,0.0,0.0,0.0
smiðjubúð,0.0,0.0,0.0,0.0
tjǫruvirki,0.0,0.0,0.0,0.0
veiðibúð,0.0,0.0,0.0,0.0
fiskivatn,0.0,0.0,0.0,0.0
fjalviðr,0.0,0.0,0.0,0.0
dýrgarðr,0.0,0.0,0.0,0.0
veiðiván,0.0,0.0,0.0,0.0
refgarðr,0.0,0.0,0.0,0.0
spjótgarðr,0.0,0.0,0.0,0.0
ulfhús,0.0,0.0,0.0,0.0
bjarnbáss,0.0,0.0,0.0,0.0
hvalrétti,0.0,0.0,0.0,0.0
stikun,0.0,0.0,0.0,0.0
helkn,0.0,0.0,0.0,0.0
ǫrvaroddr,0.0,0.0,0.0,0.0
útgrynni,0.0,0.0,0.0,0.0
markreina,0.0,0.0,0.0,0.0
fiskimál,0.0,0.0,0.0,0.0
markhúnn,0.0,0.0,0.0,0.0
ferskeyta,0.0,0.0,0.0,0.0
vangǽta,0.0,0.0,0.0,0.0
vǫzt,0.0,0.0,0.0,0.0
hnísa,0.0,0.0,0.0,0.0
marreinsbakki,0.0,0.0,0.0,0.0
fjárupptekð,0.0,0.0,0.0,0.0
leiðarlengð,0.0,0.0,0.0,0.0
álykðarvitni,0.0,0.0,0.0,0.0
frumváttr,0.0,0.0,0.0,0.0
oftelja,0.0,0.0,0.0,0.0
vantelja,0.0,0.0,0.0,0.0
lánfé,0.0,0.0,0.0,0.0
kvaða,0.0,0.0,0.0,0.0
skipsbrot,0.0,0.0,0.0,0.0
misfelli,0.0,0.0,0.0,0.0
kauprein,0.0,0.0,0.0,0.0
ofríkismaðr,0.0,0.0,0.0,0.0
vélasókn,0.0,0.0,0.0,0.0
óheimull,0.0,0.0,0.0,0.0
andvirði,0.0,0.0,0.0,0.0
ósmíðaðr,0.0,0.0,0.0,0.0
vakki,0.0,0.0,0.0,0.0
meiss,0.0,0.0,0.0,0.0
lín,0.0,0.0,0.0,0.0
skildagi,0.0,0.0,0.0,0.0
chirographum,0.0,0.0,0.0,0.0
viðrvist,0.0,0.0,0.0,0.0
leigukýr,0.0,0.0,0.0,0.0
bráðasótt,0.0,0.0,0.0,0.0
lungnasótt,0.0,0.0,0.0,0.0
kelfing,0.0,0.0,0.0,0.0
rauðasótt,0.0,0.0,0.0,0.0
ofmegri,0.0,0.0,0.0,0.0
klafi,0.0,0.0,0.0,0.0
hes,0.0,0.0,0.0,0.0
hábit,0.0,0.0,0.0,0.0
fóðr,0.0,0.0,0.0,0.0
fulgunaut,0.0,0.0,0.0,0.0
heilspenaðr,0.0,0.0,0.0,0.0
kelfa,0.0,0.0,0.0,0.0
kviðdrag,0.0,0.0,0.0,0.0
vanhelti,0.0,0.0,0.0,0.0
ósénn,0.0,0.0,0.0,0.0
veðlaga,0.0,0.0,0.0,0.0
veðfox,0.0,0.0,0.0,0.0
skuldskeyta,0.0,0.0,0.0,0.0
skuldastaðr,0.0,0.0,0.0,0.0
bóndakona,0.0,0.0,0.0,0.0
eyriskaup,0.0,0.0,0.0,0.0
hǫlðskona,0.0,0.0,0.0,0.0
barúnskona,0.0,0.0,0.0,0.0
matarverð,0.0,0.0,0.0,0.0
fullfjá,0.0,0.0,0.0,0.0
verkatjón,0.0,0.0,0.0,0.0
vinnumaðr,0.0,0.0,0.0,0.0
torfengr,0.0,0.0,0.0,0.0
handsalsslit,0.0,0.0,0.0,0.0
fylkismaðr,0.0,0.0,0.0,0.0
hafrek,0.0,0.0,0.0,0.0
dublun,0.0,0.0,0.0,0.0
veðjun,0.0,0.0,0.0,0.0
dubla,0.0,0.0,0.0,0.0
tenningr,0.0,0.0,0.0,0.0
met,0.0,0.0,0.0,0.0
pretta,0.0,0.0,0.0,0.0
skippundari,0.0,0.0,0.0,0.0
handpundari,0.0,0.0,0.0,0.0
smjǫrpundari,0.0,0.0,0.0,0.0
grjón,0.0,0.0,0.0,0.0
viðrlǽgr,0.0,0.0,0.0,0.0
séttungr,0.0,0.0,0.0,0.0
vandskafa,0.0,0.0,0.0,0.0
fyrirstela,0.0,0.0,0.0,0.0
konungsvald,0.0,0.0,0.0,0.0
ógiftumaðr,0.0,0.0,0.0,0.0
forvegr,0.0,0.0,0.0,0.0
torhǿfi,0.0,0.0,0.0,0.0
lausgyrðr,0.0,0.0,0.0,0.0
lǫgrǽna,0.0,0.0,0.0,0.0
hreiðr,0.0,0.0,0.0,0.0
aleiga,0.0,0.0,0.0,0.0
nǽpnareitr,0.0,0.0,0.0,0.0
upphaldning,0.0,0.0,0.0,0.0
valinkunnr,0.0,0.0,0.0,0.0
skrǫkvitni,0.0,0.0,0.0,0.0
aleigumál,0.0,0.0,0.0,0.0
sakareyrir,0.0,0.0,0.0,0.0
prettaligr,0.0,0.0,0.0,0.0
fjórðungsfall,0.0,0.0,0.0,0.0
slátrtollr,0.0,0.0,0.0,0.0
óbótaverk,0.0,0.0,0.0,0.0
matǫnnungr,0.0,0.0,0.0,0.0
gaumgǽfi,0.0,0.0,0.0,0.0
jónsvǫkudagr,0.0,0.0,0.0,0.0
gróf,0.0,0.0,0.0,0.0
satan,0.0,0.0,0.0,0.0
hefndargrǫf,0.0,0.0,0.0,0.0
rǿkiligr,0.0,0.0,0.0,0.0
glǿpiliga,0.0,0.0,0.0,0.0
skilningarhiminn,0.0,0.0,0.0,0.0
óyfirstíganligr,0.0,0.0,0.0,0.0
ónauðsynligr,0.0,0.0,0.0,0.0
almáttr,0.0,0.0,0.0,0.0
octjanus,0.0,0.0,0.0,0.0
heitstrenging,0.0,0.0,0.0,0.0
útland,0.0,0.0,0.0,0.0
eyðiland,0.0,0.0,0.0,0.0
guðsgifta,0.0,0.0,0.0,0.0
leiðarnest,0.0,0.0,0.0,0.0
skriðudalr,0.0,0.0,0.0,0.0
fémaðr,0.0,0.0,0.0,0.0
raumr,0.0,0.0,0.0,0.0
skerjablesi,0.0,0.0,0.0,0.0
karlafolk,0.0,0.0,0.0,0.0
mansal,0.0,0.0,0.0,0.0
goðormr,0.0,0.0,0.0,0.0
knarrarskip,0.0,0.0,0.0,0.0
samfloti,0.0,0.0,0.0,0.0
knarrarsund,0.0,0.0,0.0,0.0
grímsnes,0.0,0.0,0.0,0.0
búrfell,0.0,0.0,0.0,0.0
lagarfljót,0.0,0.0,0.0,0.0
ormarsstaðir,0.0,0.0,0.0,0.0
grautatli,0.0,0.0,0.0,0.0
atlavík,0.0,0.0,0.0,0.0
sauðhúsatóft,0.0,0.0,0.0,0.0
skammlífr,0.0,0.0,0.0,0.0
vallanes,0.0,0.0,0.0,0.0
nesland,0.0,0.0,0.0,0.0
hallkatla,0.0,0.0,0.0,0.0
lýtingr,0.0,0.0,0.0,0.0
fastnǽmr,0.0,0.0,0.0,0.0
hávaðasamr,0.0,0.0,0.0,0.0
holmsteinn,0.0,0.0,0.0,0.0
arnkell,0.0,0.0,0.0,0.0
breiðdǿlskr,0.0,0.0,0.0,0.0
eindriði,0.0,0.0,0.0,0.0
auðsstaðir,0.0,0.0,0.0,0.0
ǫngulsá,0.0,0.0,0.0,0.0
geirdalsá,0.0,0.0,0.0,0.0
ormsstaðir,0.0,0.0,0.0,0.0
vǫk,0.0,0.0,0.0,0.0
þrǽlavík,0.0,0.0,0.0,0.0
todda,0.0,0.0,0.0,0.0
vistlauss,0.0,0.0,0.0,0.0
kaupvarningr,0.0,0.0,0.0,0.0
tvímǽli,0.0,0.0,0.0,0.0
kynnisleit,0.0,0.0,0.0,0.0
rjúpa,0.0,0.0,0.0,0.0
járnsíðulǿkr,0.0,0.0,0.0,0.0
goðahús,0.0,0.0,0.0,0.0
forsdalr,0.0,0.0,0.0,0.0
korkalǿkjarvárþing,0.0,0.0,0.0,0.0
saksókn,0.0,0.0,0.0,0.0
níðgestr,0.0,0.0,0.0,0.0
vikufrest,0.0,0.0,0.0,0.0
jafnlengi,0.0,0.0,0.0,0.0
fjárfellir,0.0,0.0,0.0,0.0
skriðudalsá,0.0,0.0,0.0,0.0
tvǽvetr,0.0,0.0,0.0,0.0
þjóflaun,0.0,0.0,0.0,0.0
snotrunes,0.0,0.0,0.0,0.0
hrymma,0.0,0.0,0.0,0.0
skaprauna,0.0,0.0,0.0,0.0
heraðfleygr,0.0,0.0,0.0,0.0
bjarnarsker,0.0,0.0,0.0,0.0
tilsjá,0.0,0.0,0.0,0.0
skóggangssǫk,0.0,0.0,0.0,0.0
stallahringr,0.0,0.0,0.0,0.0
vindauga,0.0,0.0,0.0,0.0
berufjǫrðr,0.0,0.0,0.0,0.0
fǽrey,0.0,0.0,0.0,0.0
smjǫrvatnsheiðr,0.0,0.0,0.0,0.0
lónsheiðr,0.0,0.0,0.0,0.0
brestingr,0.0,0.0,0.0,0.0
múlaþing,0.0,0.0,0.0,0.0
misinna,0.0,0.0,0.0,0.0
allǿgiligr,0.0,0.0,0.0,0.0
torfastaðir,0.0,0.0,0.0,0.0
hlíðarsól,0.0,0.0,0.0,0.0
hjalskona,0.0,0.0,0.0,0.0
sprettaþ,0.0,0.0,0.0,0.0
sauðarfjǫrðr,0.0,0.0,0.0,0.0
hlandgrǫf,0.0,0.0,0.0,0.0
rekkjuvaðmál,0.0,0.0,0.0,0.0
fáklǽddr,0.0,0.0,0.0,0.0
hvenǽr,0.0,0.0,0.0,0.0
bolungarvǫllr,0.0,0.0,0.0,0.0
knútusel,0.0,0.0,0.0,0.0
igull,0.0,0.0,0.0,0.0
skagafell,0.0,0.0,0.0,0.0
kalfshváll,0.0,0.0,0.0,0.0
heðra,0.0,0.0,0.0,0.0
snǽkǫkkr,0.0,0.0,0.0,0.0
gramendr,0.0,0.0,0.0,0.0
gengi,0.0,0.0,0.0,0.0
valagilsá,0.0,0.0,0.0,0.0
vinraun,0.0,0.0,0.0,0.0
kalfsvaðseyrr,0.0,0.0,0.0,0.0
gilsþrǫmr,0.0,0.0,0.0,0.0
eyrargilsá,0.0,0.0,0.0,0.0
snjófǫnn,0.0,0.0,0.0,0.0
grjótvarði,0.0,0.0,0.0,0.0
knéskel,0.0,0.0,0.0,0.0
kyllir,0.0,0.0,0.0,0.0
allharðr,0.0,0.0,0.0,0.0
frjálsborinn,0.0,0.0,0.0,0.0
jafnskyldr,0.0,0.0,0.0,0.0
vígfimi,0.0,0.0,0.0,0.0
fagrleitr,0.0,0.0,0.0,0.0
sletta,0.0,0.0,0.0,0.0
ekkjufell,0.0,0.0,0.0,0.0
miðleggr,0.0,0.0,0.0,0.0
heið?,0.0,0.0,0.0,0.0
000,0.0,0.0,0.0,0.0
argspǽingr,0.0,0.0,0.0,0.0
mótstafr,0.0,0.0,0.0,0.0
meiti,0.0,0.0,0.0,0.0
hildarbarr,0.0,0.0,0.0,0.0
hjarri,0.0,0.0,0.0,0.0
hrǽlǿkr,0.0,0.0,0.0,0.0
hjarðarhagi,0.0,0.0,0.0,0.0
nest,0.0,0.0,0.0,0.0
oddmarslǿkr,0.0,0.0,0.0,0.0
lambanessþing,0.0,0.0,0.0,0.0
hrollaugsstaðir,0.0,0.0,0.0,0.0
fjósdyrr,0.0,0.0,0.0,0.0
forskáli,0.0,0.0,0.0,0.0
mannahús,0.0,0.0,0.0,0.0
jafnvarr,0.0,0.0,0.0,0.0
hurðarhringr,0.0,0.0,0.0,0.0
riðvǫlr,0.0,0.0,0.0,0.0
línbrók,0.0,0.0,0.0,0.0
knýta,0.0,0.0,0.0,0.0
fullsofa,0.0,0.0,0.0,0.0
skark,0.0,0.0,0.0,0.0
óhappamaðr,0.0,0.0,0.0,0.0
nauðhleytamaðr,0.0,0.0,0.0,0.0
þorlákr,0.0,0.0,0.0,0.0
róta,0.0,0.0,0.0,0.0
freta,0.0,0.0,0.0,0.0
hirðidraugr,0.0,0.0,0.0,0.0
hlít,0.0,0.0,0.0,0.0
téa,0.0,0.0,0.0,0.0
auðskati,0.0,0.0,0.0,0.0
naddr,0.0,0.0,0.0,0.0
bǫðgjarn,0.0,0.0,0.0,0.0
muninn,0.0,0.0,0.0,0.0
teitir,0.0,0.0,0.0,0.0
armglóð,0.0,0.0,0.0,0.0
eyðir,0.0,0.0,0.0,0.0
forystulauss,0.0,0.0,0.0,0.0
náseta,0.0,0.0,0.0,0.0
ennibjalfi,0.0,0.0,0.0,0.0
harðgramr,0.0,0.0,0.0,0.0
meginnjǫrðr,0.0,0.0,0.0,0.0
hrǽmáni,0.0,0.0,0.0,0.0
úrfrǽningr,0.0,0.0,0.0,0.0
fjǫrbraut,0.0,0.0,0.0,0.0
herjar,0.0,0.0,0.0,0.0
gella,0.0,0.0,0.0,0.0
valfall,0.0,0.0,0.0,0.0
gnývirðir,0.0,0.0,0.0,0.0
ǫrbeitir,0.0,0.0,0.0,0.0
hjǫrmoði,0.0,0.0,0.0,0.0
þverrir,0.0,0.0,0.0,0.0
sárvǫndr,0.0,0.0,0.0,0.0
roðinn,0.0,0.0,0.0,0.0
varði,0.0,0.0,0.0,0.0
fyrirneðan,0.0,0.0,0.0,0.0
grímsbyggð,0.0,0.0,0.0,0.0
allskyggn,0.0,0.0,0.0,0.0
tjaldsteinn,0.0,0.0,0.0,0.0
óhǿgendi,0.0,0.0,0.0,0.0
grímshellir,0.0,0.0,0.0,0.0
rǽsta,0.0,0.0,0.0,0.0
hafr,0.0,0.0,0.0,0.0
brynna,0.0,0.0,0.0,0.0
skjóla,0.0,0.0,0.0,0.0
hornafjǫrðr,0.0,0.0,0.0,0.0
støkkvaþ,0.0,0.0,0.0,0.0
friðgerðr,0.0,0.0,0.0,0.0
theodas,0.0,0.0,0.0,0.0
skynsemðarharpa,0.0,0.0,0.0,0.0
aspis,0.0,0.0,0.0,0.0
leopardus,0.0,0.0,0.0,0.0
mislitr,0.0,0.0,0.0,0.0
meginleysi,0.0,0.0,0.0,0.0
hǽða,0.0,0.0,0.0,0.0
afsanna,0.0,0.0,0.0,0.0
lokleysa,0.0,0.0,0.0,0.0
illskufullr,0.0,0.0,0.0,0.0
háleitliga,0.0,0.0,0.0,0.0
synðadjúp,0.0,0.0,0.0,0.0
skynsemðarskepna,0.0,0.0,0.0,0.0
quintjanus,0.0,0.0,0.0,0.0
poena,0.0,0.0,0.0,0.0
delectare,0.0,0.0,0.0,0.0
diu,0.0,0.0,0.0,0.0
desiderare,0.0,0.0,0.0,0.0
invenire,0.0,0.0,0.0,0.0
thesaurus,0.0,0.0,0.0,0.0
multus,0.0,0.0,0.0,0.0
láfi,0.0,0.0,0.0,0.0
carnalis,0.0,0.0,0.0,0.0
numquam,0.0,0.0,0.0,0.0
exhibere,0.0,0.0,0.0,0.0
sed,0.0,0.0,0.0,0.0
abire,0.0,0.0,0.0,0.0
solus,0.0,0.0,0.0,0.0
restaurare,0.0,0.0,0.0,0.0
universus,0.0,0.0,0.0,0.0
christjanus,0.0,0.0,0.0,0.0
noscere,0.0,0.0,0.0,0.0
nolle,0.0,0.0,0.0,0.0
vereri,0.0,0.0,0.0,0.0
lǽknisdómr,0.0,0.0,0.0,0.0
sorgmóðr,0.0,0.0,0.0,0.0
nesin,0.0,0.0,0.0,0.0
baugheiðr,0.0,0.0,0.0,0.0
hestanes,0.0,0.0,0.0,0.0
gopi,0.0,0.0,0.0,0.0
handatǿki,0.0,0.0,0.0,0.0
spýtunsdóttir,0.0,0.0,0.0,0.0
matarleiga,0.0,0.0,0.0,0.0
heinir,0.0,0.0,0.0,0.0
norðfirðir,0.0,0.0,0.0,0.0
ólafsvǫkudagr,0.0,0.0,0.0,0.0
andaregg,0.0,0.0,0.0,0.0
síþǫgull,0.0,0.0,0.0,0.0
sǫgull,0.0,0.0,0.0,0.0
sárgagl,0.0,0.0,0.0,0.0
herðimeiðr,0.0,0.0,0.0,0.0
brimrót,0.0,0.0,0.0,0.0
gagarr,0.0,0.0,0.0,0.0
bekkþiðurr,0.0,0.0,0.0,0.0
blakkr,0.0,0.0,0.0,0.0
borðvǫllr,0.0,0.0,0.0,0.0
kennimeiðr,0.0,0.0,0.0,0.0
kǫrbeðr,0.0,0.0,0.0,0.0
útlagðr,0.0,0.0,0.0,0.0
hafnarleysa,0.0,0.0,0.0,0.0
fremðarfǫr,0.0,0.0,0.0,0.0
konungsgjǫf,0.0,0.0,0.0,0.0
ryðgenginn,0.0,0.0,0.0,0.0
þróndarholt,0.0,0.0,0.0,0.0
kappsamr,0.0,0.0,0.0,0.0
reiðinn,0.0,0.0,0.0,0.0
grísá,0.0,0.0,0.0,0.0
víkingsefni,0.0,0.0,0.0,0.0
flǿðr,0.0,0.0,0.0,0.0
sveitarbót,0.0,0.0,0.0,0.0
brúðkaupsstefna,0.0,0.0,0.0,0.0
veðrabǫlkr,0.0,0.0,0.0,0.0
óhagstǿðr,0.0,0.0,0.0,0.0
innanvátr,0.0,0.0,0.0,0.0
stokksendi,0.0,0.0,0.0,0.0
tróðviðr,0.0,0.0,0.0,0.0
svipstund,0.0,0.0,0.0,0.0
afnámsfé,0.0,0.0,0.0,0.0
stórféván,0.0,0.0,0.0,0.0
útskot,0.0,0.0,0.0,0.0
félógsmaðr,0.0,0.0,0.0,0.0
auðrǽði,0.0,0.0,0.0,0.0
erfiðligr,0.0,0.0,0.0,0.0
fjǫlskylda,0.0,0.0,0.0,0.0
nytsemi,0.0,0.0,0.0,0.0
himnadýrð,0.0,0.0,0.0,0.0
púss,0.0,0.0,0.0,0.0
tryggleikr,0.0,0.0,0.0,0.0
breiðleikr,0.0,0.0,0.0,0.0
nefsa,0.0,0.0,0.0,0.0
ferliga,0.0,0.0,0.0,0.0
viðrlaga,0.0,0.0,0.0,0.0
orðlauss,0.0,0.0,0.0,0.0
síðfremi,0.0,0.0,0.0,0.0
mát,0.0,0.0,0.0,0.0
harmsaga,0.0,0.0,0.0,0.0
umskyggnari,0.0,0.0,0.0,0.0
mannavegr,0.0,0.0,0.0,0.0
sannsegja,0.0,0.0,0.0,0.0
hnakki,0.0,0.0,0.0,0.0
klippari,0.0,0.0,0.0,0.0
skillingr,0.0,0.0,0.0,0.0
sǽði,0.0,0.0,0.0,0.0
kamell,0.0,0.0,0.0,0.0
arabíaland,0.0,0.0,0.0,0.0
lífdagar,0.0,0.0,0.0,0.0
úsynju,0.0,0.0,0.0,0.0
nobilisborg,0.0,0.0,0.0,0.0
morinde,0.0,0.0,0.0,0.0
valterne,0.0,0.0,0.0,0.0
pine,0.0,0.0,0.0,0.0
balauigie,0.0,0.0,0.0,0.0
rudile,0.0,0.0,0.0,0.0
sibili,0.0,0.0,0.0,0.0
aulert,0.0,0.0,0.0,0.0
landamǽri,0.0,0.0,0.0,0.0
úsnjallr,0.0,0.0,0.0,0.0
basan,0.0,0.0,0.0,0.0
basilides,0.0,0.0,0.0,0.0
oliver,0.0,0.0,0.0,0.0
stigr,0.0,0.0,0.0,0.0
túrpín,0.0,0.0,0.0,0.0
erkibiskup,0.0,0.0,0.0,0.0
gersamliga,0.0,0.0,0.0,0.0
stjúpfaðir,0.0,0.0,0.0,0.0
tilfallinn,0.0,0.0,0.0,0.0
býsna,0.0,0.0,0.0,0.0
tjón,0.0,0.0,0.0,0.0
gullspori,0.0,0.0,0.0,0.0
muraglais,0.0,0.0,0.0,0.0
taskabrún,0.0,0.0,0.0,0.0
koróna,0.0,0.0,0.0,0.0
ammíral,0.0,0.0,0.0,0.0
trygð,0.0,0.0,0.0,0.0
brettingsstaðir,0.0,0.0,0.0,0.0
landnámamaðr,0.0,0.0,0.0,0.0
fályndr,0.0,0.0,0.0,0.0
fastlyndr,0.0,0.0,0.0,0.0
ólundarmaðr,0.0,0.0,0.0,0.0
frama,0.0,0.0,0.0,0.0
kvánríki,0.0,0.0,0.0,0.0
mannǿli,0.0,0.0,0.0,0.0
litanargras,0.0,0.0,0.0,0.0
barnsgrátr,0.0,0.0,0.0,0.0
snoðra,0.0,0.0,0.0,0.0
stakkblað,0.0,0.0,0.0,0.0
nýfǿddr,0.0,0.0,0.0,0.0
hvíluklǽði,0.0,0.0,0.0,0.0
tǫturr,0.0,0.0,0.0,0.0
urð,0.0,0.0,0.0,0.0
dagvǫxtr,0.0,0.0,0.0,0.0
brók,0.0,0.0,0.0,0.0
krǿkja,0.0,0.0,0.0,0.0
harðorðr,0.0,0.0,0.0,0.0
ǿmta,0.0,0.0,0.0,0.0
ámáttligr,0.0,0.0,0.0,0.0
óþroskuligr,0.0,0.0,0.0,0.0
ferelningr,0.0,0.0,0.0,0.0
flǿðarmál,0.0,0.0,0.0,0.0
sammǽli,0.0,0.0,0.0,0.0
torkenna,0.0,0.0,0.0,0.0
þorgeir,0.0,0.0,0.0,0.0
vinskapr,0.0,0.0,0.0,0.0
umfangsmikill,0.0,0.0,0.0,0.0
skinnstakkssveinn,0.0,0.0,0.0,0.0
hǫfðingjasonr,0.0,0.0,0.0,0.0
allóhǫfðingligr,0.0,0.0,0.0,0.0
hugarboð,0.0,0.0,0.0,0.0
fǫðurliga,0.0,0.0,0.0,0.0
dubba,0.0,0.0,0.0,0.0
jafnfríðr,0.0,0.0,0.0,0.0
mannýgr,0.0,0.0,0.0,0.0
ámǽla,0.0,0.0,0.0,0.0
illyrða,0.0,0.0,0.0,0.0
hyrndr,0.0,0.0,0.0,0.0
ísamt,0.0,0.0,0.0,0.0
skjalfandi,0.0,0.0,0.0,0.0
nýsprunginn,0.0,0.0,0.0,0.0
silkitjald,0.0,0.0,0.0,0.0
stórviðri,0.0,0.0,0.0,0.0
drykkleysi,0.0,0.0,0.0,0.0
gǽfuferð,0.0,0.0,0.0,0.0
djúpá,0.0,0.0,0.0,0.0
draumafinni,0.0,0.0,0.0,0.0
finnskr,0.0,0.0,0.0,0.0
leikný,0.0,0.0,0.0,0.0
